crsp_portno,cik,accession,tsr_filingdate_first,tsr_reportdate_first,tsr_score,phrase_hits,anchor_hits,ncsr_html,filing_dir,evidence_snippet
1011019,880366,0001133228-24-009893,2024-10-30,2024-08-31,9861,ML_PROBA=0.986104,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000880366/2024-08-31/000113322824009893/lmpit-efp10274_ncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000880366/2024-08-31/000113322824009893,"ITEM 1. REPORT TO STOCKHOLDERS. THE ANNUAL REPORT TO STOCKHOLDERS IS FILED HEREWITH. CLEARBRIDGE GROWTH FUND CLASS A [ SHRAX ] ANNUAL SHAREHOLDER REPORT | AUGUST 31, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT CLEARBRIDGE GROWTH FUND (PREVIOUSLY KNOWN AS CLEARBRIDGE AGGRESSIVE GROWT"
1017545,1306349,0001193125-24-252862,2024-11-07,2024-08-31,9552,ML_PROBA=0.955200,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001306349/2024-08-31/000119312524252862/d890882dncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001306349/2024-08-31/000119312524252862,"EPORT TRANSMITTED TO SHAREHOLDERS PURSUANT TO RULE 30E-1 UNDER THE INVESTMENT COMPANY ACT OF 1940 IS AS FOLLOWS: PIONEER DISCIPLINED VALUE FUND CLASS A / CVFCX ANNUAL SHAREHOLDER REPORT | AUGUST 31, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT PIONEER DISCIPLINED VALUE FUND (“FUND”) FOR THE PERIOD OF SEPTEMBER 1, 20"
1017546,1051010,0001193125-24-252864,2024-11-07,2024-08-31,9512,ML_PROBA=0.951230,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001051010/2024-08-31/000119312524252864/d891086dncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001051010/2024-08-31/000119312524252864,"ED TO SHAREHOLDERS PURSUANT TO RULE 30E-1 UNDER THE INVESTMENT COMPANY ACT OF 1940 IS AS FOLLOWS: PIONEER MAP - HIGH INCOME MUNICIPAL FUND TICKER SYMBOL: HIMUX ANNUAL SHAREHOLDER REPORT | AUGUST 31, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT PIONEER MAP - HIGH INCOME MUNICIPAL FUND (“FUND”) FOR THE PERIOD OF SEPTE"
1018846,1097077,0001193125-24-195519,2024-08-07,2024-05-31,9355,ML_PROBA=0.935467,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001097077/2024-05-31/000119312524195519/d850027dncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001097077/2024-05-31/000119312524195519,"EPORTS TO STOCKHOLDERS (A) THE REPORTS TO SHAREHOLDERS ARE ATTACHED HEREWITH (B) NOT APPLICABLE BLACKROCK EVENT DRIVEN EQUITY FUND INSTITUTIONAL SHARES | BILPX ANNUAL SHAREHOLDER REPORT - MAY 31, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT BLACKROCK EVENT DRIVEN EQUITY FUND (THE “FUND”) FOR THE PERIOD OF JUNE 1, 20"
1019333,810893,0001193125-25-135849,2025-06-05,2025-03-31,9587,ML_PROBA=0.958719,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000810893/2025-03-31/000119312525135849/d868143dncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000810893/2025-03-31/000119312525135849,"PIMCO TRENDS MANAGED FUTURES STRATEGY FUND INSTITUTIONAL CLASS ● PIMCO TRENDS MANAGED FUTURES STRATEGY FUND I-2 PIMCO ABS AND SHORT-TERM INVESTMENTS PORTFOLIO ANNUAL SHAREHOLDER REPORT | MARCH 31, 2025 PORTFOLIO PERFORMANCE THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT THE PIMCO ABS AND SHORT-TERM INVESTMENTS PORTFOLIO ("
1019750,1474103,0001133228-24-009125,2024-09-26,2024-07-31,9532,ML_PROBA=0.953203,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001474103/2024-07-31/000113322824009125/lmgamt-efp9838_ncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001474103/2024-07-31/000113322824009125,"ITEM 1. REPORT TO STOCKHOLDERS THE ANNUAL REPORT TO STOCKHOLDERS IS FILED HEREWITH. MARTIN CURRIE SMASH SERIES EM FUND TRUE ANNUAL SHAREHOLDER REPORT | JULY 31, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT MARTIN CURRIE SMASH SERIES EM FUND FOR THE PERIOD AUGUST 1, 2023, TO JULY 3"
1020501,1539996,0001162044-24-001022,2024-09-10,2024-06-30,9789,ML_PROBA=0.978917,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001539996/2024-06-30/000116204424001022/dssamericafirstncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001539996/2024-06-30/000116204424001022,"ITEM 1. REPORTS TO STOCKHOLDERS. ANNUAL SHAREHOLDER REPORT JUNE 30, 2024 DSS AMERICAFIRST DEFENSIVE GROWTH FUND - CLASS A DGQAX ADDITIONAL INFORMATION THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT"
1020639,1141819,0001133228-24-007538,2024-08-08,2024-05-31,9654,ML_PROBA=0.965386,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001141819/2024-05-31/000113322824007538/tpm-efp8378_ncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001141819/2024-05-31/000113322824007538,"ITEM 1. REPORTS TO STOCKHOLDERS. (A) JENSEN QUALITY VALUE FUND CLASS I | JNVIX ANNUAL SHAREHOLDER REPORT | MAY 31, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT THE JENSEN QUALITY VALUE FUND FOR THE PERIOD OF JUNE 1, 2023, TO MAY 31, 202"
1020640,1141819,0001133228-24-007538,2024-08-08,2024-05-31,9654,ML_PROBA=0.965386,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001141819/2024-05-31/000113322824007538/tpm-efp8378_ncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001141819/2024-05-31/000113322824007538,"ITEM 1. REPORTS TO STOCKHOLDERS. (A) JENSEN QUALITY VALUE FUND CLASS I | JNVIX ANNUAL SHAREHOLDER REPORT | MAY 31, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT THE JENSEN QUALITY VALUE FUND FOR THE PERIOD OF JUNE 1, 2023, TO MAY 31, 202"
1020665,1081402,0001193125-25-045541,2025-03-04,2024-12-31,9682,ML_PROBA=0.968201,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001081402/2024-12-31/000119312525045541/d908864dncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001081402/2024-12-31/000119312525045541,"ITEM 1. REPORT TO STOCKHOLDERS ANNUAL SHAREHOLDER REPORT VT DISCOVERY ALL CAP GROWTH FUND DECEMBER 31, 2024 CLASS 1 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT VT DISCOVERY ALL CAP GROWTH FUND"
1020690,893818,0001193125-25-001330,2025-01-03,2024-10-31,9019,ML_PROBA=0.901935,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000893818/2024-10-31/000119312525001330/d903698dncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000893818/2024-10-31/000119312525001330,"ITEM 1 - REPORT TO STOCKHOLDERS (A) THE REPORT TO SHAREHOLDERS IS ATTACHED HEREWITH BLACKROCK DIVERSIFIED FIXED INCOME FUND INSTITUTIONAL SHARES | BDVIX ANNUAL SHAREHOLDER REPORT - OCTOBER 31, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT BLACKROCK DIVERSIFIED FIXED INCOME FUND (THE “FUND”) FOR THE PERIOD OF N"
1020691,893818,0001193125-25-001330,2025-01-03,2024-10-31,9019,ML_PROBA=0.901935,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000893818/2024-10-31/000119312525001330/d903698dncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000893818/2024-10-31/000119312525001330,"ITEM 1 - REPORT TO STOCKHOLDERS (A) THE REPORT TO SHAREHOLDERS IS ATTACHED HEREWITH BLACKROCK DIVERSIFIED FIXED INCOME FUND INSTITUTIONAL SHARES | BDVIX ANNUAL SHAREHOLDER REPORT - OCTOBER 31, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT BLACKROCK DIVERSIFIED FIXED INCOME FUND (THE “FUND”) FOR THE PERIOD OF N"
1020692,893818,0001193125-25-001330,2025-01-03,2024-10-31,9019,ML_PROBA=0.901935,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000893818/2024-10-31/000119312525001330/d903698dncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000893818/2024-10-31/000119312525001330,"ITEM 1 - REPORT TO STOCKHOLDERS (A) THE REPORT TO SHAREHOLDERS IS ATTACHED HEREWITH BLACKROCK DIVERSIFIED FIXED INCOME FUND INSTITUTIONAL SHARES | BDVIX ANNUAL SHAREHOLDER REPORT - OCTOBER 31, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT BLACKROCK DIVERSIFIED FIXED INCOME FUND (THE “FUND”) FOR THE PERIOD OF N"
1020693,893818,0001193125-25-001330,2025-01-03,2024-10-31,9019,ML_PROBA=0.901935,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000893818/2024-10-31/000119312525001330/d903698dncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000893818/2024-10-31/000119312525001330,"ITEM 1 - REPORT TO STOCKHOLDERS (A) THE REPORT TO SHAREHOLDERS IS ATTACHED HEREWITH BLACKROCK DIVERSIFIED FIXED INCOME FUND INSTITUTIONAL SHARES | BDVIX ANNUAL SHAREHOLDER REPORT - OCTOBER 31, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT BLACKROCK DIVERSIFIED FIXED INCOME FUND (THE “FUND”) FOR THE PERIOD OF N"
1020695,915802,0001398344-25-000381,2025-01-07,2024-10-31,9748,ML_PROBA=0.974790,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000915802/2024-10-31/000139834425000381/fp0091249-38_ncsrixbrl.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000915802/2024-10-31/000139834425000381,"STOCKHOLDERS. (A) REPORT OF SHAREHOLDERS. ALPS | CORECOMMODITY MANAGEMENT COMPLETECOMMODITIES® STRATEGY FUND - INVESTOR SHARES FINANCIAL INVESTORS TRUST JCRAX ANNUAL SHAREHOLDER REPORT OCTOBER 31, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT ALPS | CORECOMMODITY MANAGEMENT COMPLETECOMMODITIES® STRATEGY FUND (THE ""F"
1020698,737520,0001741773-24-003179,2024-07-26,2024-05-31,9453,ML_PROBA=0.945324,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000737520/2024-05-31/000174177324003179/ncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000737520/2024-05-31/000174177324003179,"ITEM 1. REPORTS TO STOCKHOLDERS. BNY MELLON SELECT MANAGERS SMALL CAP GROWTH FUND ANNUAL SHAREHOLDER REPORT MAY 31, 2024 CLASS A - DSGAX THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT BNY MELLON SELECT MANAGERS SMALL CAP GROWTH FUND (THE “FUND”)"
1020709,1045487,0001580642-24-005239,2024-09-05,2024-06-30,9762,ML_PROBA=0.976208,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001045487/2024-06-30/000158064224005239/jamesfund_ncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001045487/2024-06-30/000158064224005239,"-06-30 ISO4217:USD XBRLI:SHARES ISO4217:USD XBRLI:SHARES XBRLI:PURE UTR:D JAF:HOLDING JAMES BALANCED: GOLDEN RAINBOW FUND - RETAIL CLASS RETAIL CLASS ( GLRBX ) ANNUAL SHAREHOLDER REPORT - JUNE 30, 2024 FUND OVERVIEW THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT JAMES BALANCED: GOLDEN RAINBOW FUND FOR THE PERIOD OF JULY 1,"
1020728,351601,0000351601-24-000032,2024-12-27,2024-10-31,9718,ML_PROBA=0.971844,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000351601/2024-10-31/000035160124000032/primary-document.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000351601/2024-10-31/000035160124000032,"SL:OTHERMINUSSECTORCTIMEMBER 2024-10-31 ISO4217:USD XBRLI:SHARES ISO4217:USD XBRLI:SHARES XBRLI:PURE UTR:D RSL:HOLDING CONSERVATIVE STRATEGY FUND CLASS A RCLAX ANNUAL SHAREHOLDER REPORT OCTOBER 31, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT CONSERVATIVE STRATEGY FUND FOR THE PERIOD OF NOVEMBER 1, 2023 TO OCTOBER 3"
1020734,1005020,0001193125-24-194570,2024-08-06,2024-05-31,8793,ML_PROBA=0.879268,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001005020/2024-05-31/000119312524194570/d878929dncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001005020/2024-05-31/000119312524194570,"NSMITTED TO SHAREHOLDERS PURSUANT TO RULE 30E-1 UNDER THE INVESTMENT COMPANY ACT OF 1940 IS AS FOLLOWS: STONE HARBOR EMERGING MARKETS BOND FUND CLASS A / VSHAX ANNUAL SHAREHOLDER REPORT | MAY 31, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT THE VIRTUS STONE HARBOR EMERGING MARKETS BOND FUND (“FUND”) FOR THE PERIOD O"
1020739,939934,0001398344-24-014267,2024-08-09,2024-05-31,9724,ML_PROBA=0.972393,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000939934/2024-05-31/000139834424014267/fp0088908-1_ncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000939934/2024-05-31/000139834424014267,"-31 0000939934 SEI:C000102014MEMBER SEI:MICROSOFTCORP8043361CTIMEMBER 2024-05-31 ISO4217:USD XBRLI:SHARES ISO4217:USD XBRLI:SHARES XBRLI:PURE UTR:D SEI:HOLDING ANNUAL SHAREHOLDER REPORT - MAY 31, 2024 LARGE CAP FUND SEI INSTITUTIONAL INVESTMENTS TRUST/ CLASS A SHARES - SLCAX FUND OVERVIEW THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFOR"
1020745,277751,0000898430-24-000497,2024-08-30,2024-06-30,9378,ML_PROBA=0.937831,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000277751/2024-06-30/000089843024000497/8dcc8791c160415.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000277751/2024-06-30/000089843024000497,"MITTED TO SHAREHOLDERS PURSUANT TO RULE 30E-1 UNDER THE INVESTMENT COMPANY ACT OF 1940 IS AS FOLLOWS: JANUS HENDERSON ABSOLUTE RETURN INCOME OPPORTUNITIES FUND ANNUAL SHAREHOLDER REPORT JUNE 30, 2024 CLASS A SHARES : JUCAX THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT THE JANUS HENDERSON ABSOLUTE RETURN INCOME OPPORTUNITI"
1020746,915802,0001398344-25-000381,2025-01-07,2024-10-31,9748,ML_PROBA=0.974790,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000915802/2024-10-31/000139834425000381/fp0091249-38_ncsrixbrl.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000915802/2024-10-31/000139834425000381,"STOCKHOLDERS. (A) REPORT OF SHAREHOLDERS. ALPS | CORECOMMODITY MANAGEMENT COMPLETECOMMODITIES® STRATEGY FUND - INVESTOR SHARES FINANCIAL INVESTORS TRUST JCRAX ANNUAL SHAREHOLDER REPORT OCTOBER 31, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT ALPS | CORECOMMODITY MANAGEMENT COMPLETECOMMODITIES® STRATEGY FUND (THE ""F"
1020748,915802,0001398344-25-000381,2025-01-07,2024-10-31,9748,ML_PROBA=0.974790,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000915802/2024-10-31/000139834425000381/fp0091249-38_ncsrixbrl.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000915802/2024-10-31/000139834425000381,"STOCKHOLDERS. (A) REPORT OF SHAREHOLDERS. ALPS | CORECOMMODITY MANAGEMENT COMPLETECOMMODITIES® STRATEGY FUND - INVESTOR SHARES FINANCIAL INVESTORS TRUST JCRAX ANNUAL SHAREHOLDER REPORT OCTOBER 31, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT ALPS | CORECOMMODITY MANAGEMENT COMPLETECOMMODITIES® STRATEGY FUND (THE ""F"
1020762,752177,0001104659-24-124308,2024-12-02,2024-09-30,9672,ML_PROBA=0.967232,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000752177/2024-09-30/000110465924124308/tm2423614d7_ncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000752177/2024-09-30/000110465924124308,"OTHERLINECTIMEMBER 2024-09-30 ISO4217:USD XBRLI:SHARES ISO4217:USD XBRLI:SHARES XBRLI:PURE UTR:D NACC2:HOLDING VANGUARD PRIMECAP FUND ADMIRAL™ SHARES ( VPMAX ) ANNUAL SHAREHOLDER REPORT | SEPTEMBER 30, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT VANGUARD PRIMECAP FUND (THE ""FUND"") FOR THE PERIOD OF OCTOBER 1, 2023,"
1020882,1331971,0000898430-24-000612,2024-09-26,2024-07-31,9392,ML_PROBA=0.939201,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001331971/2024-07-31/000089843024000612/8dcdda4a7b38711.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001331971/2024-07-31/000089843024000612,"FUNDS II JOHN HANCOCK FUNDAMENTAL ALL CAP CORE FUND JOHN HANCOCK MULTI-ASSET ABSOLUTE RETURN FUND JOHN HANCOCK MULTI-ASSET ABSOLUTE RETURN FUND CLASS A / JHAAX ANNUAL SHAREHOLDER REPORT | JULY 31, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT THE JOHN HANCOCK MULTI-ASSET ABSOLUTE RETURN FUND (THE FUND) FOR THE PERIOD"
1020884,1111565,0001741773-24-004277,2024-10-30,2024-08-31,9604,ML_PROBA=0.960362,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001111565/2024-08-31/000174177324004277/ncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001111565/2024-08-31/000174177324004277,"ITEM 1. REPORTS TO STOCKHOLDERS. BNY MELLON ASSET ALLOCATION FUND ANNUAL SHAREHOLDER REPORT AUGUST 31, 2024 CLASS M - MPBLX THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT BNY MELLON ASSET ALLOCATION FUND (THE “FUND”) FOR THE PERIO"
1020910,1330967,0001145549-25-041471,2025-06-25,2025-04-30,9329,ML_PROBA=0.932948,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001330967/2025-04-30/000114554925041471/8ddb0311a759ed8.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001330967/2025-04-30/000114554925041471,"ITEM 1. REPORTS TO STOCKHOLDERS. ITEM 1(A): MFS ® LIFETIME ® 2025 FUND CLASS A-LTTAX ANNUAL SHAREHOLDER REPORT THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT MFS LIFETIME 2025 FUND FOR THE PERIOD OF MAY 1, 2024 TO APRIL 30, 2025. YOU CAN FIND ADDITI"
1020922,802716,0001004726-24-000154,2024-09-05,2024-06-30,9689,ML_PROBA=0.968900,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000802716/2024-06-30/000100472624000154/primary-document.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000802716/2024-06-30/000100472624000154,"RSINCCTIMEMBER 2024-06-30 ISO4217:USD XBRLI:SHARES ISO4217:USD XBRLI:SHARES XBRLI:PURE UTR:D VCM:HOLDING VICTORY INTEGRITY DISCOVERY FUND CLASS A TICKER: MMEAX ANNUAL SHAREHOLDER REPORT - JUNE 30, 2024 THE ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT VICTORY INTEGRITY DISCOVERY FUND (THE ""FUND"") FOR THE PERIOD OF JULY 1, 2023"
1020923,814507,0001193125-25-154797,2025-07-02,2025-04-30,9599,ML_PROBA=0.959923,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000814507/2025-04-30/000119312525154797/d924848dncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000814507/2025-04-30/000119312525154797,"ITEM 1 - REPORT TO STOCKHOLDERS (A) THE REPORT TO SHAREHOLDERS IS ATTACHED HEREWITH BLACKROCK EQUITY DIVIDEND FUND INSTITUTIONAL SHARES | MADVX ANNUAL SHAREHOLDER REPORT - APRIL 30, 2025 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT BLACKROCK EQUITY DIVIDEND FUND (THE “FUND”) FOR THE PERIOD OF MAY 1, 2024"
1020925,741375,0001104659-24-126091,2024-12-06,2024-09-30,9659,ML_PROBA=0.965907,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000741375/2024-09-30/000110465924126091/tm2424334d1_ncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000741375/2024-09-30/000110465924126091,"D XBRLI:SHARES ISO4217:USD XBRLI:SHARES XBRLI:PURE UTR:D MORGANSTANLEY:HOLDING MORGAN STANLEY INSTITUTIONAL FUND TRUST - CORPORATE BOND PORTFOLIO CLASS A MIGAX ANNUAL SHAREHOLDER REPORT SEPTEMBER 30, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT MORGAN STANLEY INSTITUTIONAL FUND TRUST - CORPORATE BOND PORTFOLIO FOR T"
1020935,1087966,0001829126-25-001665,2025-03-10,2024-12-31,9693,ML_PROBA=0.969315,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001087966/2024-12-31/000182912625001665/guf_ncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001087966/2024-12-31/000182912625001665,"ITIESNETSECTORMEMBER 2024-12-31 ISO4217:USD XBRLI:SHARES ISO4217:USD XBRLI:SHARES XBRLI:PURE UTR:D GABELLI:HOLDING THE GABELLI UTILITIES FUND CLASS AAA - GABUX ANNUAL SHAREHOLDER REPORT - DECEMBER 31, 2024 FUND OVERVIEW THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT THE GABELLI UTILITIES FUND (THE FUND) FOR THE PERIOD OF J"
1020940,1217286,0001193125-25-001516,2025-01-03,2024-10-31,9148,ML_PROBA=0.914838,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001217286/2024-10-31/000119312525001516/d908439dncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001217286/2024-10-31/000119312525001516,"ECIFIED BY PARAGRAPH (C)(3) OF THAT RULE IS INCLUDED IN THE ANNUAL REPORT. NOT APPLICABLE. NOTICES DO NOT INCORPORATE DISCLOSURES FROM THE SHAREHOLDER REPORTS. ANNUAL SHAREHOLDER REPORT | OCTOBER 31, 2024 (UNAUDITED) JPMORGAN DEVELOPED INTERNATIONAL VALUE FUND CLASS A SHARES /TICKER: JFEAX ANNUAL SHAREHOLDER REPORT THIS ANNUAL SHAREHOLDER REPO"
1020941,904333,0001193125-25-002077,2025-01-06,2024-10-31,9343,ML_PROBA=0.934299,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000904333/2024-10-31/000119312525002077/d846754dncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000904333/2024-10-31/000119312525002077,"ITEM 1: REPORT(S) TO SHAREHOLDERS. ANNUAL REPORT | OCTOBER 31, 2024 SCHWAB INTERNATIONAL OPPORTUNITIES FUND TICKER SYMBOL: SWMIX THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT THE FUND FOR THE PERIOD OF NOVEMBER 1, 2023, TO OCTOBER 31, 2024. YOU CAN FIND ADDITIONAL INFORMATION ABOUT THE FUND AT WW"
1020957,823535,0000823535-25-000019,2025-02-21,2024-12-31,9506,ML_PROBA=0.950555,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000823535/2024-12-31/000082353525000019/filing8410.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000823535/2024-12-31/000082353525000019,"ITEM 1. REPORTS TO STOCKHOLDERS ANNUAL SHAREHOLDER REPORT | AS OF DECEMBER 31, 2024 VIP FREEDOM 2040 PORTFOLIO℠ VIP FREEDOM 2040 PORTFOLIO℠ INITIAL CLASS TRUE THIS ANNUAL SHAREHOLDER REPORT CONTAINS INFORMATION ABOUT"
